,"business service (e.g., internet access)",check in / front desk,cleanliness,location,overall,rooms,service,sleep quality,value,Date
991,,,5,5,5.0,5,5,,5,2009-06-14
992,,,5,5,5.0,5,5,,5,2009-06-11
993,,,5,5,5.0,5,5,,5,2009-06-09
994,,,5,5,5.0,5,5,,5,2009-06-09
995,,,4,5,5.0,4,5,,5,2009-06-08
996,,,2,4,2.0,2,1,,2,2009-06-06
997,,,3,5,3.0,4,2,,5,2009-06-03
998,,,4,4,4.0,4,3,,3,2009-06-03
999,,,4,5,4.0,4,5,,5,2009-06-01
1000,,,5,5,5.0,5,5,,5,2009-05-29
1001,,,5,5,4.0,4,4,,5,2009-05-28
1002,,,5,4,4.0,4,4,,5,2009-05-26
1003,,,3,5,3.0,2,5,,1,2009-05-26
1004,,,5,5,5.0,5,5,,5,2009-05-22
1005,,,5,5,3.0,2,2,,4,2009-05-20
1006,,,5,4,4.0,4,5,,4,2009-05-18
1007,,,5,5,5.0,5,5,,5,2009-05-18
1008,,,5,5,5.0,5,5,,,2009-05-13
1009,,,4,3,3.0,4,2,,2,2009-05-12
1010,,,4,5,4.0,5,5,,5,2009-05-11
1011,,,5,5,5.0,5,5,,5,2009-05-07
1012,,,5,5,5.0,4,5,,5,2009-05-05
1013,,,5,4,5.0,4,5,,5,2009-05-04
1014,,,4,3,3.0,3,4,,3,2009-05-04
1015,,,5,5,5.0,5,5,,5,2009-05-03
1016,,,5,3,3.0,3,4,,3,2009-05-02
1017,,,5,5,5.0,4,5,,5,2009-05-01
1018,,,,,4.0,,,,,2009-05-01
1019,,,5,5,5.0,5,5,,5,2009-04-30
1020,,,4,5,5.0,4,5,,4,2009-04-28
1021,,,5,5,5.0,5,5,,5,2009-04-27
1022,,,5,5,5.0,5,5,,4,2009-04-26
1023,,,5,5,4.0,3,5,,5,2009-04-26
1024,,,4,5,4.0,5,3,,5,2009-04-23
1025,,,4,5,3.0,4,4,,3,2009-04-22
1026,,,1,1,5.0,1,1,,1,2009-04-22
1027,,,3,4,1.0,1,1,,1,2009-04-21
1028,,,3,3,2.0,1,3,,2,2009-04-20
1029,,,2,2,1.0,2,1,,2,2009-04-20
1030,,,4,4,4.0,4,4,,4,2009-04-19
1031,,,5,5,5.0,5,5,,4,2009-04-19
1032,,,5,5,5.0,5,5,,5,2009-04-18
1033,,,4,4,3.0,3,5,,4,2009-04-18
1034,,,3,4,3.0,1,2,,2,2009-04-18
1035,,,5,5,5.0,5,5,,5,2009-04-17
1036,,,4,4,4.0,5,4,,5,2009-04-15
1037,,,4,5,4.0,4,5,,5,2009-04-14
1038,,,5,4,4.0,5,3,,5,2009-04-14
1039,,,5,5,5.0,5,5,,5,2009-04-14
1040,,,5,5,5.0,5,4,,5,2009-04-10
1041,,,4,4,4.0,4,4,,4,2009-04-07
1042,,,5,4,5.0,5,5,,5,2009-04-07
1043,,,3,5,4.0,3,5,,5,2009-04-06
1044,,,4,4,4.0,4,5,,5,2009-03-31
1045,,,4,5,3.0,3,4,,3,2009-03-31
1046,,,4,3,4.0,4,4,,3,2009-03-30
1047,,,3,5,3.0,4,3,,3,2009-03-30
1048,,,5,5,5.0,5,5,,4,2009-03-29
1049,,,5,4,4.0,5,5,,4,2009-03-29
1050,,,5,5,5.0,4,5,,4,2009-03-28
1051,,,2,2,1.0,4,1,,1,2009-03-26
1052,,,,,3.0,,,,,2009-03-20
1053,,,2,3,1.0,1,1,,2,2009-03-20
1054,,,4,5,5.0,4,3,,5,2009-03-19
1055,,,5,5,5.0,5,5,,5,2009-03-18
1056,,,5,5,5.0,5,4,,5,2009-03-17
1057,,,5,5,4.0,5,4,,5,2009-03-16
1058,,,5,5,5.0,5,5,,5,2009-03-16
1059,,,,,5.0,,,,,2009-03-16
1060,,,5,5,5.0,5,5,,5,2009-03-16
1061,,,5,4,4.0,5,4,,4,2009-03-15
1062,,,,,5.0,,,,,2009-03-14
1063,,,5,5,3.0,3,4,,5,2009-03-13
1064,,,5,5,5.0,5,5,,5,2009-03-11
1065,,,5,5,5.0,5,5,,5,2009-03-11
1066,,,4,4,4.0,4,4,,4,2009-03-10
1067,,,5,5,4.0,4,5,,5,2009-03-09
1068,,,3,5,2.0,1,3,,3,2009-03-09
1069,,,4,4,4.0,4,4,,4,2009-03-09
1070,,,5,4,4.0,3,5,,5,2009-03-09
1071,,,4,4,4.0,3,4,,4,2009-03-09
1072,,,4,4,4.0,4,3,,4,2009-03-08
1073,,,4,5,4.0,4,4,,4,2009-03-07
1074,,,4,5,5.0,5,5,,5,2009-03-07
1075,,,4,4,4.0,3,4,,4,2009-03-07
1076,,,5,5,5.0,5,5,,5,2009-03-06
1077,,,5,5,5.0,4,5,,5,2009-03-06
1078,,,5,3,5.0,5,5,,4,2009-03-06
1079,,,3,3,3.0,2,2,,3,2009-03-04
1080,,,4,3,3.0,3,4,,3,2009-03-03
1081,4,5,4,5,5.0,4,4,,4,2009-03-02
1082,,,4,5,4.0,3,4,,4,2009-03-02
1083,,,4,5,4.0,4,4,,5,2009-03-02
1084,,,5,4,4.0,3,4,,3,2009-03-01
1085,,,5,5,5.0,5,5,,5,2009-03-01
1086,,,,,2.0,,,,,2009-03-01
1087,,,5,4,5.0,5,5,,5,2009-02-28
1088,,,3,4,3.0,4,3,,3,2009-02-28
1089,,,5,5,5.0,5,5,,4,2009-02-27
1090,,,3,1,1.0,1,1,,1,2009-02-27
1091,,,5,5,4.0,4,4,,5,2009-02-26
1092,,,5,5,5.0,5,5,,5,2009-02-25
1093,,,5,5,5.0,4,5,,5,2009-02-25
1094,,,5,5,5.0,5,5,,5,2009-02-24
1095,,,5,5,5.0,5,5,,5,2009-02-24
1096,,,5,5,5.0,5,5,,5,2009-02-22
1097,,,5,4,5.0,5,4,,4,2009-02-21
1098,,,3,3,2.0,2,1,,2,2009-02-20
1099,,,,,1.0,,,,,2009-02-20
1100,,,3,4,3.0,2,4,,2,2009-02-19
1101,,,1,3,1.0,1,1,,1,2009-02-19
1102,,,5,5,5.0,5,5,,5,2009-02-18
1103,,,5,5,4.0,5,4,,5,2009-02-18
1104,,,,,2.0,,,,,2009-02-16
1105,3,5,5,5,5.0,5,4,,4,2009-02-16
1106,,5,5,5,4.0,3,5,,5,2009-02-16
1107,,,5,5,5.0,5,5,,5,2009-02-15
1108,5,1,5,5,5.0,5,5,,5,2009-02-12
1109,,5,4,5,5.0,4,4,,5,2009-02-11
1110,3,3,5,5,4.0,4,4,,4,2009-02-10
1111,,,5,4,4.0,5,4,,4,2009-02-10
1112,,,5,5,5.0,5,5,,5,2009-02-10
1113,5,5,5,5,4.0,5,5,,5,2009-02-08
1114,3,3,4,3,4.0,2,3,,4,2009-02-08
1115,3,5,4,4,4.0,5,4,,5,2009-02-07
1116,,3,5,5,5.0,3,5,,5,2009-02-04
1117,,5,4,4,4.0,4,4,,4,2009-02-04
1118,,,,,4.0,,,,,2009-02-04
1119,,,,,4.0,,,,,2009-02-03
1120,3,5,4,4,3.0,4,3,,4,2009-02-03
1121,4,4,4,4,2.0,4,4,,2,2009-01-31
1122,4,5,5,5,4.0,4,5,,4,2009-01-31
1123,,,,,4.0,,,,,2009-01-30
1124,3,3,4,5,4.0,5,3,,5,2009-01-30
1125,,3,4,5,3.0,5,2,,2,2009-01-30
1126,5,5,5,5,4.0,4,4,,4,2009-01-30
1127,,1,4,3,2.0,2,2,,2,2009-01-29
1128,2,2,4,3,3.0,4,4,,3,2009-01-27
1129,4,3,5,5,5.0,4,4,,4,2009-01-27
1130,3,3,5,5,4.0,4,5,,4,2009-01-25
1131,4,4,5,4,4.0,5,5,,5,2009-01-25
1132,2,2,5,4,4.0,5,4,,4,2009-01-24
1133,3,5,5,5,5.0,5,5,,5,2009-01-24
1134,3,1,4,4,2.0,3,1,,2,2009-01-23
1135,3,5,5,5,5.0,4,5,,5,2009-01-23
1136,,5,5,5,5.0,5,5,,5,2009-01-22
1137,,2,5,5,4.0,5,4,,4,2009-01-21
1138,,,,,1.0,,,,,2009-01-20
1139,,,,,1.0,,,,1,2009-01-19
1140,3,4,3,3,3.0,4,3,,2,2009-01-18
1141,1,4,3,4,3.0,4,2,,4,2009-01-17
1142,4,5,5,5,5.0,5,5,,5,2009-01-17
1143,5,5,5,5,5.0,5,5,,5,2009-01-15
1144,3,5,4,4,5.0,4,4,,5,2009-01-12
1145,,5,5,5,4.0,5,5,,4,2009-01-10
1146,,4,3,4,4.0,1,4,,4,2009-01-08
1147,,2,3,3,2.0,2,3,,4,2009-01-07
1148,3,3,4,4,4.0,4,4,,3,2009-01-04
1149,1,2,3,1,1.0,2,1,,1,2009-01-03
1150,2,4,4,4,3.0,3,4,,,2009-01-02
1151,3,3,4,4,4.0,3,4,,4,2008-12-30
1152,,5,5,,5.0,5,5,,5,2008-12-29
1153,3,4,4,5,4.0,4,4,,4,2008-12-29
1154,,1,4,4,3.0,3,3,,3,2008-12-29
1155,4,2,4,5,4.0,3,4,,4,2008-12-29
1156,5,5,5,5,5.0,5,5,,5,2008-12-26
1157,,,,,1.0,,,,,2008-12-25
1158,,2,5,5,4.0,4,5,,4,2008-12-24
1159,4,4,5,5,4.0,5,4,,4,2008-12-21
1160,4,5,5,5,5.0,5,5,,5,2008-12-20
1161,,5,5,5,5.0,5,5,,5,2008-12-20
1162,,2,4,4,4.0,4,4,,4,2008-12-18
1163,4,5,5,4,5.0,5,5,,5,2008-12-18
1164,,1,2,4,1.0,1,1,,3,2008-12-12
1165,5,5,5,5,5.0,5,5,,5,2008-12-10
1166,,,,,4.0,,,,,2008-12-09
1167,,5,5,5,4.0,4,5,,5,2008-12-07
1168,2,4,4,3,4.0,4,4,,3,2008-12-06
1169,1,5,5,5,4.0,3,4,,5,2008-12-05
1170,3,2,5,5,5.0,5,5,,5,2008-12-05
1171,,4,5,3,5.0,4,5,,5,2008-12-03
1172,5,1,5,5,5.0,5,5,,5,2008-12-02
1173,4,5,5,4,4.0,5,5,,5,2008-12-01
1174,3,5,5,4,4.0,5,5,,5,2008-12-01
1175,5,3,5,5,5.0,4,5,,5,2008-11-30
1176,3,5,5,3,5.0,4,5,,,2008-11-29
1177,,4,5,4,4.0,4,4,,4,2008-11-29
1178,4,2,4,4,4.0,4,5,,5,2008-11-29
1179,,5,5,5,5.0,5,5,,5,2008-11-25
1180,4,4,5,4,4.0,5,4,,4,2008-11-23
1181,4,5,5,5,5.0,4,4,,5,2008-11-21
1182,3,4,4,5,4.0,3,4,,5,2008-11-19
1183,,,,,5.0,,,,,2008-11-19
1184,,3,3,2,3.0,2,3,,3,2008-11-19
1185,,5,5,5,5.0,5,5,,5,2008-11-18
1186,3,2,4,4,3.0,5,3,,3,2008-11-17
1187,,5,5,4,4.0,5,5,,5,2008-11-17
1188,2,4,5,3,2.0,4,5,,2,2008-11-16
1189,,2,5,3,5.0,4,5,,5,2008-11-15
1190,1,3,5,5,4.0,3,5,,4,2008-11-15
1191,,,,,5.0,,,,,2008-11-14
1192,1,1,3,2,2.0,4,3,,2,2008-11-12
1193,4,4,5,5,5.0,4,5,,5,2008-11-12
1194,3,3,4,4,3.0,4,3,,3,2008-11-11
1195,5,5,5,5,5.0,4,5,,4,2008-11-11
1196,3,3,4,4,4.0,3,4,,4,2008-11-09
1197,4,5,5,5,5.0,5,4,,5,2008-11-09
1198,5,5,5,5,5.0,4,5,,5,2008-11-05
1199,,2,2,3,1.0,2,1,,1,2008-11-02
1200,3,5,5,4,5.0,5,5,,5,2008-10-29
1201,,5,5,5,5.0,5,5,,5,2008-10-28
1202,,1,4,2,2.0,3,4,,,2008-10-27
1203,,4,5,5,5.0,5,5,,5,2008-10-27
1204,,,,,3.0,,,,,2008-10-25
1205,4,4,5,4,5.0,5,4,,5,2008-10-24
1206,5,5,5,5,4.0,5,4,,5,2008-10-23
1207,,4,4,5,4.0,4,4,,5,2008-10-21
1208,3,3,3,4,3.0,3,3,,3,2008-10-20
1209,3,5,5,5,5.0,5,4,,,2008-10-11
1210,5,5,5,5,5.0,5,5,,5,2008-10-10
1211,4,4,5,4,4.0,4,4,,4,2008-10-08
1212,1,1,1,3,1.0,2,1,,1,2008-10-07
1213,,5,3,5,5.0,5,4,,4,2008-09-28
1214,,5,5,5,5.0,5,5,,5,2008-09-28
1215,3,5,5,4,4.0,5,4,,5,2008-09-26
1216,5,4,5,5,5.0,4,4,,4,2008-09-24
1217,,5,5,5,5.0,4,5,,5,2008-09-23
1218,,5,5,5,5.0,5,5,,5,2008-09-22
1219,5,4,5,5,5.0,5,5,,4,2008-09-22
1220,,4,5,4,4.0,5,4,,4,2008-09-17
1221,3,3,4,4,4.0,4,3,,4,2008-09-13
1222,,4,1,3,2.0,2,2,,2,2008-09-12
1223,5,5,5,5,4.0,5,5,,4,2008-09-12
1224,4,3,3,4,4.0,3,3,,4,2008-09-10
1225,,3,4,4,4.0,4,4,,5,2008-09-04
1226,,5,4,5,4.0,4,4,,5,2008-09-01
1227,,4,4,4,4.0,4,4,,4,2008-08-30
1228,,5,4,5,5.0,4,5,,5,2008-08-28
1229,,5,5,5,5.0,5,5,,5,2008-08-28
1230,4,5,4,4,4.0,5,4,,4,2008-08-28
1231,,5,5,5,5.0,4,5,,5,2008-08-27
1232,,3,4,4,4.0,4,3,,4,2008-08-26
1233,,,,,4.0,,,,,2008-08-25
1234,1,1,3,3,2.0,2,1,,3,2008-08-25
1235,4,4,5,5,4.0,5,4,,5,2008-08-25
1236,,3,4,4,2.0,3,4,,2,2008-08-22
1237,3,4,4,4,2.0,4,4,,3,2008-08-21
1238,2,5,5,4,3.0,5,4,,4,2008-08-19
1239,3,3,2,5,3.0,4,5,,3,2008-08-16
1240,3,1,5,5,4.0,5,5,,4,2008-08-15
1241,,5,5,5,5.0,5,5,,5,2008-08-14
1242,,2,5,5,4.0,5,4,,5,2008-08-13
1243,5,2,5,5,5.0,5,5,,5,2008-08-11
1244,,3,5,5,4.0,4,4,,5,2008-08-11
1245,,4,4,4,2.0,4,4,,4,2008-08-10
1246,3,4,4,4,3.0,4,2,,3,2008-08-09
1247,3,5,5,5,5.0,5,5,,5,2008-08-08
1248,2,1,2,2,2.0,2,2,,2,2008-08-08
1249,,1,4,4,2.0,3,1,,2,2008-08-07
1250,,3,3,3,2.0,1,2,,2,2008-08-06
1251,2,1,2,5,2.0,4,2,,3,2008-08-05
1252,3,3,5,5,3.0,5,5,,2,2008-08-05
1253,,5,5,5,5.0,5,4,,5,2008-08-05
1254,4,3,5,5,5.0,4,5,,5,2008-08-03
1255,4,3,4,4,4.0,5,3,,2,2008-08-03
1256,4,5,5,5,5.0,5,4,,5,2008-08-01
1257,5,5,5,5,5.0,5,5,,5,2008-07-31
1258,,1,4,3,2.0,4,1,,,2008-07-29
1259,,3,4,4,3.0,2,1,,3,2008-07-27
1260,,3,2,4,2.0,1,3,,3,2008-07-26
1261,,2,4,5,5.0,5,5,,4,2008-07-25
1262,5,4,5,5,5.0,4,5,,5,2008-07-25
1263,,2,5,4,4.0,5,5,,4,2008-07-23
1264,,3,2,1,2.0,1,1,,2,2008-07-22
1265,,4,4,5,4.0,5,3,,5,2008-07-21
1266,,2,5,1,2.0,4,5,,2,2008-07-19
1267,2,5,3,4,2.0,4,2,,2,2008-07-19
1268,,2,4,5,5.0,2,5,,2,2008-07-18
1269,2,5,5,5,4.0,5,5,,4,2008-07-17
1270,,,,,3.0,,,,,2008-07-16
1271,,5,5,5,4.0,4,4,,5,2008-07-16
1272,,2,4,5,2.0,5,3,,3,2008-07-12
1273,3,5,4,4,4.0,4,4,,4,2008-07-12
1274,2,4,3,3,4.0,3,3,,3,2008-07-11
1275,,4,4,4,4.0,4,4,,3,2008-07-11
1276,3,2,4,5,4.0,4,5,,4,2008-07-09
1277,,4,4,5,4.0,5,4,,5,2008-07-09
1278,,1,5,4,4.0,5,4,,5,2008-07-08
1279,4,4,4,5,5.0,4,5,,5,2008-07-08
1280,3,3,3,4,3.0,2,2,,3,2008-07-06
1281,2,4,4,3,2.0,3,4,,2,2008-07-04
1282,,4,5,4,4.0,5,5,,4,2008-07-03
1283,2,1,5,5,3.0,5,4,,3,2008-06-30
1284,5,5,5,5,5.0,4,5,,5,2008-06-30
1285,,5,5,5,5.0,5,5,,5,2008-06-29
1286,3,3,3,4,2.0,,1,,2,2008-06-29
1287,,5,4,4,5.0,4,4,,5,2008-06-28
1288,4,5,5,5,5.0,5,5,,5,2008-06-28
1289,,5,4,5,4.0,4,5,,5,2008-06-27
1290,3,5,4,5,4.0,5,5,,4,2008-06-27
1291,2,5,5,5,4.0,4,4,,4,2008-06-27
1292,4,5,5,4,5.0,5,3,,5,2008-06-26
1293,,3,5,4,4.0,3,5,,5,2008-06-26
1294,,5,5,5,5.0,5,5,,5,2008-06-22
1295,,5,4,5,4.0,4,4,,4,2008-06-22
1296,,5,,5,5.0,5,5,,5,2008-06-21
1297,,5,5,4,5.0,4,5,,5,2008-06-20
1298,,,,,5.0,,,,,2008-06-19
1299,,5,4,5,4.0,3,4,,4,2008-06-19
1300,,3,4,5,4.0,4,5,,4,2008-06-19
1301,,,,,5.0,,,,,2008-06-18
1302,,4,4,5,4.0,4,3,,4,2008-06-18
1303,,4,5,4,5.0,5,5,,5,2008-06-17
1304,,5,5,4,5.0,4,5,,5,2008-06-16
1305,4,5,4,4,5.0,4,5,,5,2008-06-15
1306,4,5,5,4,5.0,4,5,,5,2008-06-15
1307,,5,5,5,5.0,5,5,,5,2008-06-15
1308,3,5,4,4,3.0,3,4,,4,2008-06-13
1309,,5,2,5,4.0,3,4,,3,2008-06-12
1310,3,4,5,5,5.0,5,5,,5,2008-06-11
1311,,3,3,3,2.0,2,3,,2,2008-06-11
1312,4,5,5,4,5.0,5,5,,5,2008-06-10
1313,,4,5,5,4.0,5,5,,4,2008-06-09
1314,,,,,4.0,,,,,2008-06-09
1315,4,2,5,5,2.0,5,2,,2,2008-06-09
1316,,1,3,4,1.0,3,2,,1,2008-06-08
1317,4,5,5,5,4.0,4,4,,4,2008-06-05
1318,5,5,5,5,5.0,5,5,,5,2008-06-04
1319,5,4,5,5,5.0,3,5,,5,2008-06-04
1320,3,4,5,5,5.0,5,4,,5,2008-06-02
1321,,4,5,5,4.0,5,4,,5,2008-06-02
1322,,4,4,5,5.0,4,5,,5,2008-06-01
1323,4,5,5,5,5.0,5,5,,5,2008-05-31
1324,,5,5,5,5.0,5,5,,5,2008-05-29
1325,3,4,5,4,5.0,4,5,,4,2008-05-26
1326,3,4,5,4,4.0,4,5,,5,2008-05-25
1327,,3,5,4,5.0,4,4,,5,2008-05-24
1328,3,4,5,5,5.0,4,5,,4,2008-05-23
1329,3,5,5,5,5.0,5,5,,5,2008-05-22
1330,3,4,5,5,5.0,4,5,,5,2008-05-21
1331,3,4,5,5,5.0,5,5,,4,2008-05-20
1332,3,1,2,4,2.0,4,2,,2,2008-05-18
1333,4,3,4,5,4.0,4,5,,4,2008-05-18
1334,4,5,5,3,3.0,4,4,,4,2008-05-18
1335,,4,4,5,5.0,5,5,,4,2008-05-16
1336,3,5,5,5,5.0,5,5,,5,2008-05-15
1337,3,5,5,5,4.0,5,5,,5,2008-05-15
1338,,5,5,5,5.0,5,5,,5,2008-05-15
1339,,1,1,1,2.0,2,1,,2,2008-05-12
1340,,,,,5.0,,,,,2008-05-08
1341,,5,5,5,5.0,4,5,,5,2008-05-07
1342,4,4,4,4,4.0,4,4,,4,2008-05-05
1343,,4,5,4,4.0,5,3,,4,2008-05-03
1344,4,5,5,5,5.0,4,5,,4,2008-05-02
1345,3,5,4,5,4.0,4,4,,5,2008-04-30
1346,,5,5,5,5.0,4,5,,5,2008-04-30
1347,,,,,2.0,,,,,2008-04-30
1348,4,4,5,3,4.0,3,5,,4,2008-04-29
1349,,,,,3.0,,,,,2008-04-29
1350,3,5,4,5,5.0,4,4,,4,2008-04-28
1351,,4,4,4,4.0,5,4,,5,2008-04-27
1352,,4,5,5,5.0,3,5,,5,2008-04-24
1353,2,4,4,5,3.0,3,4,,3,2008-04-24
1354,,5,5,5,5.0,4,4,,4,2008-04-22
1355,3,3,3,4,3.0,3,3,,3,2008-04-21
1356,4,5,5,5,4.0,4,4,,5,2008-04-19
1357,,5,5,5,5.0,5,5,,5,2008-04-19
1358,4,3,4,3,4.0,4,4,,4,2008-04-17
1359,,,,,5.0,,,,,2008-04-16
1360,5,5,5,5,5.0,5,5,,5,2008-04-14
1361,,4,5,5,5.0,4,5,,5,2008-04-14
1362,,5,5,5,5.0,5,5,,5,2008-04-14
1363,,3,4,4,4.0,3,4,,3,2008-04-13
1364,4,5,4,5,5.0,5,5,,5,2008-04-12
1365,,5,5,4,3.0,4,5,,3,2008-04-12
1366,,4,4,4,4.0,4,4,,4,2008-04-11
1367,3,2,4,4,3.0,3,4,,4,2008-04-11
1368,4,5,5,5,5.0,5,5,,5,2008-04-08
1369,,4,4,4,5.0,5,4,,4,2008-04-08
1370,,3,5,4,4.0,4,5,,4,2008-04-07
1371,2,4,3,4,3.0,5,3,,3,2008-04-04
1372,1,5,5,5,5.0,5,5,,4,2008-04-01
1373,2,1,2,2,1.0,1,3,,1,2008-04-01
1374,4,4,5,5,4.0,5,5,,4,2008-03-30
1375,,4,5,5,4.0,5,5,,3,2008-03-30
1376,,3,3,3,2.0,3,2,,2,2008-03-30
1377,,5,5,5,5.0,5,5,,5,2008-03-30
1378,,,,,5.0,,,,,2008-03-29
1379,,,,,4.0,,,,,2008-03-28
1380,,,,,5.0,,,,,2008-03-27
1381,3,4,5,5,5.0,4,5,,5,2008-03-27
1382,,5,5,5,5.0,4,5,,5,2008-03-27
1383,3,3,5,5,5.0,4,5,,5,2008-03-26
1384,4,4,5,5,5.0,5,5,,5,2008-03-25
1385,,1,4,4,4.0,4,3,,4,2008-03-24
1386,,3,5,5,4.0,5,4,,3,2008-03-24
1387,5,4,5,5,5.0,4,5,,5,2008-03-23
1388,,,,,4.0,,,,,2008-03-22
1389,,1,4,4,1.0,1,3,,2,2008-03-21
1390,4,4,4,4,4.0,4,4,,4,2008-03-20
1391,3,5,5,5,5.0,4,5,,3,2008-03-20
1392,5,4,5,5,4.0,5,5,,5,2008-03-16
1393,,4,4,5,4.0,3,4,,4,2008-03-16
1394,5,5,5,4,5.0,4,5,,5,2008-03-15
1395,,,,,3.0,,,,,2008-03-15
1396,,4,5,4,4.0,3,5,,4,2008-03-10
1397,,4,4,5,4.0,5,4,,4,2008-03-09
1398,3,3,4,5,4.0,4,4,,5,2008-03-07
1399,3,2,3,3,3.0,3,4,,3,2008-03-04
1400,3,3,4,4,4.0,5,4,,4,2008-03-03
1401,3,2,3,4,2.0,3,4,,2,2008-03-03
1402,3,4,5,5,5.0,4,5,,5,2008-03-02
1403,,,,,5.0,,,,,2008-03-02
1404,,5,5,5,5.0,5,5,,5,2008-02-28
1405,,5,5,5,4.0,5,5,,4,2008-02-28
1406,,,,,5.0,,,,,2008-02-28
1407,,3,4,4,4.0,4,5,,5,2008-02-27
1408,,4,5,4,4.0,4,4,,4,2008-02-27
1409,,5,4,4,3.0,3,4,,4,2008-02-26
1410,,3,4,5,4.0,4,3,,4,2008-02-24
1411,,1,2,3,2.0,3,3,,2,2008-02-24
1412,,5,4,5,4.0,4,4,,4,2008-02-22
1413,4,5,5,5,4.0,5,5,,4,2008-02-21
1414,,2,5,5,5.0,5,4,,5,2008-02-21
1415,4,2,5,5,5.0,5,5,,5,2008-02-19
1416,2,2,4,4,3.0,4,3,,3,2008-02-19
1417,,,,,2.0,,,,,2008-02-13
1418,,4,4,5,5.0,4,4,,4,2008-02-13
1419,,3,,4,1.0,,,,1,2008-02-12
1420,3,5,5,5,4.0,3,5,,3,2008-02-11
1421,3,5,4,5,4.0,3,5,,4,2008-02-09
1422,4,5,5,5,4.0,4,5,,4,2008-02-08
1423,,4,3,3,4.0,3,4,,4,2008-02-08
1424,4,3,3,4,4.0,4,4,,3,2008-02-05
1425,2,4,3,4,4.0,3,4,,4,2008-02-05
1426,5,3,5,5,4.0,4,5,,4,2008-02-04
1427,,5,3,3,3.0,3,5,,3,2008-02-01
1428,,3,3,4,4.0,3,5,,4,2008-01-31
1429,5,4,5,5,5.0,4,5,,5,2008-01-29
1430,,4,5,3,3.0,3,4,,3,2008-01-29
1431,,5,5,5,5.0,5,5,,5,2008-01-29
1432,5,4,5,5,4.0,4,5,,3,2008-01-26
1433,3,2,4,4,4.0,4,4,,,2008-01-25
1434,3,4,4,5,5.0,3,4,,,2008-01-25
1435,,,,,4.0,,,,,2008-01-24
1436,,,,,4.0,,,,,2008-01-23
1437,,4,4,4,2.0,3,5,,3,2008-01-20
1438,5,3,4,5,5.0,4,4,,3,2008-01-18
1439,,5,5,5,5.0,5,5,,5,2008-01-18
1440,,5,5,5,5.0,3,5,,5,2008-01-17
1441,,4,5,5,5.0,4,5,,5,2008-01-15
1442,3,2,5,5,4.0,4,4,,4,2008-01-14
1443,3,3,3,5,3.0,2,3,,3,2008-01-13
1444,5,,5,5,5.0,5,5,,5,2008-01-09
1445,3,2,3,3,1.0,1,5,,1,2008-01-08
1446,,,,,5.0,,,,,2008-01-04
1447,,4,4,5,3.0,3,4,,3,2008-01-03
1448,,3,5,5,4.0,2,3,,4,2007-12-24
1449,4,5,5,4,5.0,4,5,,5,2007-12-22
1450,3,5,4,5,4.0,4,5,,4,2007-12-18
1451,,5,5,5,5.0,4,5,,5,2007-09-21
1452,,2,5,5,5.0,3,5,,4,2007-09-01
1453,,,,,5.0,,,,,2007-08-24
1454,3,3,4,4,4.0,4,4,,4,2007-08-24
1455,,5,5,5,4.0,4,5,,5,2007-08-23
1456,,5,5,5,5.0,3,5,,5,2007-08-18
1457,5,5,5,5,4.0,4,5,,4,2007-08-13
1458,,,,,5.0,,,,,2007-08-08
1459,3,3,4,2,4.0,3,4,,4,2007-08-07
1460,4,5,4,5,3.0,2,1,,4,2007-08-02
1461,,5,5,5,5.0,4,5,,4,2007-08-01
1462,3,5,4,5,4.0,3,5,,4,2007-07-30
1463,3,5,5,5,5.0,3,5,,5,2007-07-30
1464,3,4,4,5,3.0,4,3,,3,2007-07-27
1465,,,,,4.0,,,,,2007-07-27
1466,,3,4,4,4.0,3,3,,5,2007-07-23
1467,,5,4,5,4.0,4,3,,4,2007-07-20
