,"business service (e.g., internet access)",check in / front desk,cleanliness,location,overall,rooms,service,sleep quality,value,Date
1468,4,5,5,5,5.0,4,5,,5,2007-07-11
1469,4,4,4,4,2.0,2,2,,2,2007-07-10
1470,,5,1,5,3.0,2,,,3,2007-07-10
1471,5,4,4,5,3.0,2,4,,5,2007-07-09
1472,,4,5,4,4.0,4,5,,5,2007-07-07
1473,,4,5,4,5.0,4,5,,5,2007-07-05
1474,3,2,3,5,4.0,3,3,,5,2007-07-05
1475,,4,4,5,5.0,3,5,,4,2007-07-02
1476,,5,5,5,5.0,5,5,,5,2007-06-27
1477,,3,3,4,4.0,2,2,,3,2007-06-25
1478,,5,5,5,5.0,4,5,,5,2007-06-23
1479,2,5,5,5,4.0,2,5,,5,2007-06-19
1480,,5,5,5,5.0,3,5,,5,2007-06-18
1481,,3,3,3,1.0,2,1,,2,2007-06-17
1482,,4,5,5,5.0,4,5,,5,2007-06-16
1483,3,4,5,5,5.0,4,5,,5,2007-06-16
1484,5,5,5,5,5.0,4,5,,5,2007-06-12
1485,4,4,5,5,5.0,4,5,,4,2007-06-11
1486,,,,,3.0,,,,,2007-06-06
1487,4,3,4,5,4.0,3,3,,4,2007-06-05
1488,5,5,5,4,5.0,4,5,,4,2007-06-04
1489,,3,2,4,2.0,3,2,,2,2007-06-03
1490,,3,2,3,3.0,2,2,,3,2007-06-02
1491,,5,5,5,4.0,4,5,,4,2007-05-29
1492,4,5,5,5,5.0,4,4,,5,2007-05-29
1493,,5,4,5,4.0,4,4,,4,2007-05-29
1494,,3,4,4,4.0,3,4,,5,2007-05-27
1495,,5,4,5,4.0,3,5,,5,2007-05-25
1496,,3,3,4,4.0,3,4,,4,2007-05-24
1497,1,5,4,5,4.0,3,5,,4,2007-05-21
1498,4,4,4,5,4.0,3,5,,4,2007-05-21
1499,,4,4,4,4.0,3,5,,4,2007-05-16
1500,,5,4,5,4.0,4,5,,5,2007-05-13
1501,,5,5,5,4.0,3,4,,,2007-05-12
1502,,4,4,5,4.0,4,4,,5,2007-05-11
1503,3,4,5,5,5.0,5,5,,5,2007-05-11
1504,1,3,3,4,2.0,3,2,,3,2007-05-10
1505,4,4,5,5,4.0,4,4,,,2007-05-09
1506,3,3,4,3,3.0,3,4,,3,2007-05-08
1507,3,4,4,5,4.0,4,4,,4,2007-05-06
1508,,3,4,5,4.0,4,5,,4,2007-05-05
1509,5,5,5,5,5.0,4,5,,4,2007-05-05
1510,2,5,5,5,4.0,2,4,,4,2007-05-04
1511,,4,4,4,3.0,3,4,,3,2007-05-04
1512,,2,3,4,4.0,2,4,,4,2007-05-01
1513,1,3,1,1,1.0,1,2,,1,2007-04-30
1514,,5,5,5,4.0,2,4,,3,2007-04-30
1515,1,1,4,5,3.0,2,3,,2,2007-04-29
1516,4,5,5,5,5.0,5,5,,5,2007-04-26
1517,,,,,1.0,,,,,2007-04-26
1518,2,3,3,5,4.0,3,4,,4,2007-04-25
1519,,1,2,4,2.0,1,1,,2,2007-04-24
1520,3,2,2,3,2.0,2,3,,2,2007-04-21
1521,4,3,2,3,2.0,1,2,,2,2007-04-18
1522,,2,3,4,1.0,1,2,,2,2007-04-15
1523,2,4,4,4,4.0,2,4,,,2007-04-12
1524,,1,5,5,4.0,5,5,,4,2007-04-08
1525,4,5,5,5,5.0,4,5,,5,2007-04-08
1526,,1,3,4,4.0,4,3,,4,2007-04-08
1527,,,,,5.0,,,,,2007-04-05
1528,,4,5,5,5.0,4,5,,5,2007-04-04
1529,,,,,4.0,,,,,2007-04-03
1530,,,,,4.0,,,,,2007-04-03
1531,4,4,,4,4.0,3,,,4,2007-04-01
1532,,5,2,5,3.0,2,3,,3,2007-03-29
1533,,,,,5.0,,,,,2007-03-28
1534,4,4,4,3,2.0,1,2,,3,2007-03-27
1535,,,,,4.0,,,,,2007-03-27
1536,,2,4,4,5.0,4,5,,,2007-03-23
1537,,4,3,5,4.0,2,4,,4,2007-03-22
1538,5,5,5,5,5.0,5,5,,5,2007-03-22
1539,3,5,5,5,4.0,4,5,,5,2007-03-21
1540,5,5,5,5,5.0,5,4,,4,2007-03-20
1541,,,,,4.0,,,,,2007-03-17
1542,,,,,2.0,,,,,2007-03-15
1543,,2,3,2,4.0,3,4,,4,2007-03-15
1544,,,,,4.0,,,,,2007-03-12
1545,,5,5,5,5.0,3,5,,5,2007-03-08
1546,5,5,5,5,5.0,5,5,,5,2007-03-07
1547,3,4,3,4,3.0,2,5,,3,2007-03-06
1548,,,,,4.0,,,,,2007-03-02
1549,,,,,4.0,,,,,2007-03-01
1550,,,,,5.0,,,,,2007-02-27
1551,,,,,2.0,,,,,2007-02-26
1552,3,5,4,5,5.0,3,4,,4,2007-02-21
1553,,1,4,5,4.0,4,5,,4,2007-02-16
1554,,,,,4.0,,,,,2007-02-12
1555,4,5,4,5,5.0,4,4,,4,2007-02-06
1556,,,,,4.0,,,,,2007-02-06
1557,,5,4,5,5.0,4,4,,4,2007-02-04
1558,,5,5,5,5.0,4,5,,4,2007-01-30
1559,,,,,4.0,,,,,2007-01-26
1560,,,,,5.0,,,,,2007-01-22
1561,3,2,3,3,3.0,3,3,,2,2007-01-22
1562,,5,5,5,5.0,4,5,,5,2007-01-20
1563,,,,,5.0,,,,,2007-01-18
1564,3,4,4,5,4.0,4,4,,4,2007-01-08
1565,,,,,5.0,,,,,2007-01-04
1566,,5,4,4,4.0,3,4,,4,2007-01-04
1567,5,4,5,5,4.0,5,5,,4,2007-01-02
1568,,5,5,5,4.0,4,5,,5,2006-12-27
1569,,5,4,5,4.0,3,4,,5,2006-12-27
1570,,4,4,5,4.0,3,5,,4,2006-12-20
1571,,4,4,5,4.0,4,4,,4,2006-12-19
1572,,2,4,4,4.0,3,4,,4,2006-12-18
1573,,4,4,4,3.0,4,4,,3,2006-12-14
1574,4,5,4,5,5.0,4,5,,4,2006-12-13
1575,,4,5,4,4.0,4,5,,4,2006-12-12
1576,5,3,5,5,4.0,2,3,,4,2006-12-03
1577,4,4,4,3,4.0,4,4,,3,2006-12-02
1578,3,5,4,5,4.0,2,3,,4,2006-11-29
1579,3,5,5,5,5.0,5,5,,5,2006-11-18
1580,3,4,4,5,4.0,3,5,,4,2006-11-01
1581,3,5,3,4,4.0,4,5,,4,2006-10-28
1582,4,5,5,4,4.0,4,4,,5,2006-10-23
1583,3,4,4,5,4.0,4,4,,5,2006-10-19
1584,,5,5,5,4.0,5,5,,5,2006-10-10
1585,,5,4,5,4.0,4,5,,4,2006-10-09
1586,3,5,4,5,4.0,3,5,,4,2006-10-03
1587,4,3,5,4,5.0,4,5,,5,2006-10-02
1588,,,,,4.0,,,,,2006-09-02
1589,4,5,4,5,2.0,1,4,,3,2006-09-02
1590,,1,2,4,1.0,1,1,,1,2006-08-27
1591,3,5,3,5,4.0,3,3,,4,2006-08-20
1592,,,,,4.0,,,,,2006-08-14
1593,3,4,4,4,4.0,3,4,,4,2006-08-12
1594,3,3,4,5,2.0,1,1,,2,2006-08-10
1595,,2,5,5,4.0,3,5,,4,2006-08-10
1596,1,3,3,5,3.0,3,2,,3,2006-08-08
1597,,,,,3.0,,,,,2006-08-06
1598,3,3,3,3,4.0,3,3,,3,2006-08-05
1599,,4,3,5,4.0,4,4,,4,2006-08-02
1600,,,,,4.0,,,,,2006-07-30
1601,,5,5,5,5.0,4,5,,5,2006-07-28
1602,4,4,4,4,3.0,3,4,,3,2006-07-23
1603,5,5,5,5,5.0,5,5,,5,2006-07-21
1604,,,5,,4.0,4,5,,4,2006-07-16
1605,,,,,4.0,,,,,2006-07-14
1606,,,,,5.0,,,,,2006-07-13
1607,,,3,,2.0,2,1,,3,2006-07-10
1608,,,,,4.0,,,,,2006-07-07
1609,,,5,,5.0,5,5,,5,2006-07-04
1610,,,,,5.0,,,,,2006-06-29
1611,,,3,,4.0,3,5,,4,2006-06-24
1612,,,4,,4.0,3,5,,4,2006-06-21
1613,,,5,,4.0,5,3,,5,2006-06-20
1614,,,4,,3.0,3,3,,3,2006-06-19
1615,,,,,5.0,,,,,2006-06-17
1616,,,4,,3.0,3,4,,3,2006-06-13
1617,,,5,,5.0,5,5,,5,2006-06-12
1618,,,5,,5.0,4,4,,5,2006-06-04
1619,,,4,,4.0,3,4,,4,2006-06-02
1620,,,4,,4.0,4,5,,5,2006-05-27
1621,,,3,,3.0,3,3,,3,2006-05-27
1622,,,4,,4.0,4,3,,4,2006-05-18
1623,,,5,,3.0,3,5,,4,2006-05-17
1624,,,,,4.0,,,,,2006-05-11
1625,,,4,,4.0,4,5,,5,2006-05-09
1626,,,4,,4.0,3,5,,3,2006-05-08
1627,,,3,,4.0,3,3,,3,2006-05-06
1628,,,5,,4.0,3,5,,4,2006-05-03
1629,,,4,,3.0,3,4,,3,2006-05-03
1630,,,3,,2.0,1,3,,3,2006-05-03
1631,,,3,,3.0,2,3,,4,2006-05-01
1632,,,4,,5.0,4,5,,4,2006-05-01
1633,,,,,3.0,,,,,2006-04-30
1634,,,4,,4.0,4,4,,4,2006-04-29
1635,,,4,,4.0,4,4,,4,2006-04-28
1636,,,2,,1.0,3,1,,2,2006-04-27
1637,,,4,,4.0,5,4,,4,2006-04-27
1638,,,2,,2.0,3,2,,2,2006-04-25
1639,,,2,,1.0,1,2,,2,2006-04-23
1640,,,4,,4.0,3,4,,4,2006-04-22
1641,,,,,2.0,,,,,2006-04-21
1642,,,4,,1.0,2,3,,2,2006-04-21
1643,,,3,,3.0,3,1,,3,2006-04-20
1644,,,5,,4.0,2,4,,5,2006-04-18
1645,,,4,,4.0,3,4,,4,2006-04-17
1646,,,3,,4.0,3,4,,4,2006-04-17
1647,,,4,,4.0,4,5,,4,2006-04-14
1648,,,4,,3.0,4,3,,3,2006-04-12
1649,,,4,,5.0,5,5,,4,2006-04-10
1650,,,5,,3.0,2,4,,5,2006-04-10
1651,,,4,,3.0,3,4,,2,2006-04-09
1652,,,3,,4.0,4,4,,4,2006-04-06
1653,,,4,,3.0,4,3,,3,2006-04-04
1654,,,4,,5.0,4,5,,4,2006-04-04
1655,,,,,3.0,,,,,2006-04-04
1656,,,4,,4.0,2,4,,5,2006-04-03
1657,,,3,,2.0,3,4,,,2006-04-02
1658,,,4,,3.0,3,2,,2,2006-04-02
1659,,,,,4.0,,,,,2006-04-02
1660,,,2,,1.0,2,1,,2,2006-03-30
1661,,,3,,2.0,2,2,,3,2006-03-30
1662,,,4,,4.0,3,4,,5,2006-03-28
1663,,,3,,3.0,3,2,,2,2006-03-27
1664,,,4,,2.0,2,2,,3,2006-03-26
1665,,,4,,4.0,3,4,,4,2006-03-25
1666,,,2,,2.0,1,2,,1,2006-03-25
1667,,,4,,2.0,3,4,,1,2006-03-25
1668,,,1,,1.0,1,1,,1,2006-03-24
1669,,,4,,3.0,3,2,,3,2006-03-23
1670,,,2,,3.0,3,4,,3,2006-03-22
1671,,,4,,4.0,4,4,,4,2006-03-20
1672,,,4,,4.0,3,4,,4,2006-03-19
1673,,,4,,4.0,3,4,,3,2006-03-18
1674,,,5,,5.0,3,5,,5,2006-03-18
1675,,,2,,2.0,3,3,,3,2006-03-17
1676,,,3,,3.0,4,3,,3,2006-03-16
1677,,,4,,4.0,4,4,,4,2006-03-15
1678,,,5,,4.0,4,4,,3,2006-03-14
1679,,,3,,4.0,3,3,,4,2006-03-13
1680,,,,,2.0,,,,,2006-03-13
1681,,,2,,1.0,1,1,,1,2006-03-12
1682,,,4,,3.0,4,2,,4,2006-03-12
1683,,,4,,3.0,3,3,,2,2006-03-11
1684,,,4,,4.0,2,4,,5,2006-03-09
1685,,,,,2.0,,,,,2006-03-09
1686,,,3,,2.0,2,2,,1,2006-03-07
1687,,,2,,2.0,1,3,,2,2006-03-07
1688,,,1,,1.0,1,1,,1,2006-03-06
1689,,,3,,1.0,3,1,,1,2006-03-05
1690,,,5,,5.0,4,4,,5,2006-03-05
1691,,,4,,4.0,3,4,,4,2006-03-05
1692,,,3,,3.0,3,3,,3,2006-03-04
1693,,,3,,3.0,3,2,,4,2006-03-03
1694,,,4,,4.0,3,4,,4,2006-02-28
1695,,,4,,5.0,4,4,,4,2006-02-27
1696,,,,,5.0,,,,,2006-02-27
1697,,,4,,4.0,4,4,,4,2006-02-22
1698,,,5,,5.0,4,5,,5,2006-02-18
1699,,,5,,5.0,4,5,,4,2006-02-15
1700,,,5,,5.0,5,5,,5,2006-02-12
1701,,,2,,2.0,4,1,,2,2006-02-10
1702,,,1,,1.0,1,1,,1,2006-02-09
1703,,,5,,5.0,4,5,,5,2006-02-07
1704,,,3,,3.0,4,1,,2,2006-02-01
1705,,,3,,3.0,2,2,,3,2006-02-01
1706,,,5,,5.0,4,4,,5,2006-01-31
1707,,,4,,3.0,3,3,,3,2006-01-30
1708,,,4,,4.0,3,4,,5,2006-01-26
1709,,,3,,4.0,4,4,,3,2006-01-22
1710,,,3,,4.0,4,4,,5,2006-01-22
1711,,,,,4.0,,,,,2006-01-18
1712,,,4,,3.0,3,4,,4,2006-01-12
1713,,,1,,3.0,2,1,,1,2006-01-10
1714,,,2,,3.0,2,3,,2,2006-01-10
1715,,,4,,4.0,4,4,,3,2006-01-03
1716,,,,,5.0,,,,,2005-12-20
1717,,,5,,5.0,5,5,,5,2005-12-08
1718,,,4,,4.0,3,2,,3,2005-12-07
1719,,,5,,5.0,4,5,,5,2005-12-07
1720,,,5,,3.0,3,5,,2,2005-10-31
1721,,,5,,5.0,4,5,,5,2005-10-19
1722,,,,,3.0,,,,,2005-10-14
1723,,,5,,5.0,4,5,,5,2005-10-04
1724,,,3,,2.0,3,1,,3,2005-09-25
1725,,,,,2.0,,,,,2005-09-09
1726,,,5,,5.0,4,5,,5,2005-09-08
1727,,,5,,4.0,3,4,,5,2005-09-07
1728,,,5,,5.0,5,5,,5,2005-08-20
1729,,,,,3.0,,,,,2005-08-19
1730,,,3,,2.0,3,2,,1,2005-08-17
1731,,,5,,4.0,4,4,,5,2005-08-16
1732,,,4,,2.0,2,1,,1,2005-08-12
1733,,,,,5.0,,,,,2005-08-12
1734,,,4,,4.0,3,4,,4,2005-08-11
1735,,,4,,2.0,3,2,,3,2005-08-01
1736,,,4,,4.0,3,4,,3,2005-07-31
1737,,,3,,4.0,3,5,,4,2005-07-27
1738,,,4,,3.0,4,4,,4,2005-07-24
1739,,,4,,4.0,4,5,,5,2005-07-22
1740,,,4,,5.0,5,5,,4,2005-07-19
1741,,,5,,5.0,5,5,,5,2005-07-18
1742,,,5,,4.0,5,5,,4,2005-07-17
1743,,,,,4.0,,,,,2005-07-17
1744,,,4,,4.0,5,4,,5,2005-07-14
1745,,,5,,5.0,5,5,,5,2005-07-12
1746,,,4,,2.0,4,3,,3,2005-07-10
1747,,,3,,4.0,3,2,,3,2005-07-08
1748,,,,,5.0,,,,,2005-07-05
1749,,,5,,5.0,5,5,,5,2005-07-04
1750,,,4,,5.0,4,5,,5,2005-07-01
1751,,,4,,4.0,3,4,,5,2005-06-30
1752,,,5,,5.0,5,5,,5,2005-06-23
1753,,,5,,5.0,5,5,,5,2005-06-22
1754,,,5,,4.0,3,5,,4,2005-06-21
1755,,,3,,4.0,3,3,,3,2005-06-20
1756,,,4,,4.0,4,4,,4,2005-06-14
1757,,,4,,5.0,3,5,,4,2005-06-13
1758,,,3,,3.0,3,3,,2,2005-06-12
1759,,,,,2.0,,,,,2005-06-12
1760,,,,,5.0,,,,,2005-06-07
1761,,,,,5.0,,,,,2005-06-05
1762,,,5,,5.0,5,5,,5,2005-06-04
1763,,,5,,5.0,4,4,,5,2005-06-03
1764,,,5,,4.0,4,4,,4,2005-05-23
1765,,,5,,4.0,4,4,,4,2005-05-21
1766,,,5,,4.0,4,3,,3,2005-05-16
1767,,,5,,4.0,3,5,,5,2005-05-16
1768,,,3,,3.0,5,4,,3,2005-05-11
1769,,,4,,4.0,3,4,,4,2005-05-06
1770,,,5,,4.0,5,5,,4,2005-05-05
1771,,,5,,5.0,5,4,,5,2005-05-05
1772,,,3,,3.0,3,5,,4,2005-05-02
1773,,,3,,4.0,3,3,,4,2005-05-02
1774,,,3,,3.0,3,4,,3,2005-05-01
1775,,,5,,5.0,5,5,,5,2005-04-27
1776,,,2,,1.0,2,1,,1,2005-04-23
1777,,,4,,4.0,3,3,,3,2005-04-23
1778,,,4,,3.0,4,5,,4,2005-04-23
1779,,,2,,1.0,3,4,,2,2005-04-23
1780,,,2,,2.0,2,2,,2,2005-04-18
1781,,,4,,5.0,4,5,,5,2005-04-10
1782,,,4,,4.0,4,4,,4,2005-04-10
1783,,,5,,5.0,4,4,,5,2005-04-01
1784,,,5,,4.0,4,4,,4,2005-03-27
1785,,,,,1.0,3,,,,2005-03-26
1786,,,3,,3.0,3,2,,3,2005-03-23
1787,,,4,,5.0,3,5,,5,2005-03-23
1788,,,4,,4.0,3,5,,5,2005-03-20
1789,,,4,,4.0,4,4,,4,2005-03-18
1790,,,4,,4.0,4,3,,3,2005-03-16
1791,,,4,,4.0,4,4,,4,2005-03-13
1792,,,,,5.0,,,,,2005-03-11
1793,,,2,,1.0,2,2,,2,2005-03-11
1794,,,5,,5.0,5,5,,4,2005-03-10
1795,,,4,,4.0,3,4,,4,2005-03-09
1796,,,5,,5.0,4,5,,3,2005-03-06
1797,,,5,,5.0,5,5,,5,2005-03-03
1798,,,,,4.0,,,,,2005-02-28
1799,,,,,2.0,,,,,2005-02-26
1800,,,,,2.0,,,,,2005-02-21
1801,,,,,1.0,,,,,2005-02-20
1802,,,,,4.0,,,,,2005-02-18
1803,,,,,5.0,,,,,2005-02-17
1804,,,,,5.0,,,,,2005-02-17
1805,,,4,,3.0,3,4,,2,2005-02-17
1806,,,5,,4.0,4,5,,5,2005-02-15
1807,,,5,,4.0,3,5,,5,2005-02-15
1808,,,,,5.0,,,,,2005-02-10
1809,,,,,4.0,,,,,2005-02-09
1810,,,,,5.0,,,,,2005-02-07
1811,,,5,,4.0,4,4,,5,2005-02-04
1812,,,,,5.0,,,,,2005-02-02
1813,,,,,3.0,,,,,2005-02-02
1814,,,,,5.0,,,,,2005-02-01
1815,,,,,4.0,,,,,2005-01-28
1816,,,,,4.0,,,,,2005-01-27
1817,,,,,4.0,,,,,2005-01-27
1818,,,,,3.0,,,,,2005-01-25
1819,,,2,,2.0,2,1,,2,2005-01-18
1820,,,5,,5.0,5,5,,5,2005-01-15
1821,,,5,,5.0,5,4,,5,2005-01-14
1822,,,,,5.0,,,,,2005-01-13
1823,,,,,3.0,,,,,2005-01-09
1824,,,3,,3.0,2,4,,4,2005-01-04
1825,,,,,4.0,,,,,2005-01-03
1826,,,,,5.0,,,,,2005-01-02
1827,,,,,4.0,,,,,2005-01-01
1828,,,,,5.0,,,,,2004-12-21
1829,,,5,,4.0,4,5,,5,2004-12-20
1830,,,3,,5.0,3,4,,4,2004-12-18
1831,,,4,,3.0,4,3,,3,2004-12-17
1832,,,,,5.0,,,,,2004-12-08
1833,,,,,4.0,,,,,2004-12-01
1834,,,5,,5.0,5,5,,5,2004-11-23
1835,,,5,,5.0,4,5,,5,2004-11-17
1836,,,,,5.0,,,,,2004-11-10
1837,,,5,,5.0,5,5,,5,2004-11-07
1838,,,,,5.0,,,,,2004-11-03
1839,,,,,1.0,,,,,2004-11-03
1840,,,,,1.0,,,,,2004-11-02
1841,,,4,,5.0,3,4,,4,2004-11-02
1842,,,4,,4.0,3,4,,5,2004-10-25
1843,,,,,3.0,,,,,2004-10-15
1844,,,,,5.0,,,,,2004-10-11
1845,,,,,5.0,,,,,2004-10-05
1846,,,,,5.0,,,,,2004-09-30
1847,,,,,5.0,,,,,2004-09-30
1848,,,,,5.0,,,,,2004-09-16
1849,,,,,4.0,,,,,2004-09-13
1850,,,,,4.0,,,,,2004-09-08
1851,,,,,4.0,,,,,2004-09-06
1852,,,,,4.0,,,,,2004-08-24
1853,,,,,4.0,,,,,2004-08-21
1854,,,,,5.0,,,,,2004-08-11
1855,,,,,5.0,,,,,2004-08-09
1856,,,,,4.0,,,,,2004-08-07
1857,,,,,3.0,,,,,2004-08-03
1858,,,,,5.0,,,,,2004-07-28
1859,,,,,3.0,,,,,2004-07-26
1860,,,2,,3.0,2,2,,3,2004-07-22
1861,,,,,4.0,,,,,2004-07-21
1862,,,,,4.0,,,,,2004-07-20
1863,,,,,3.0,,,,,2004-07-20
1864,,,,,5.0,,,,,2004-07-19
1865,,,3,,3.0,4,2,,3,2004-07-18
1866,,,,,4.0,,,,,2004-07-18
1867,,,,,4.0,,,,,2004-07-16
1868,,,,,5.0,,,,,2004-07-14
1869,,,,,3.0,,,,,2004-07-13
1870,,,,,2.0,,,,,2004-07-12
1871,,,,,4.0,,,,,2004-07-10
1872,,,,,4.0,,,,,2004-07-05
1873,,,3,,3.0,3,3,,3,2004-07-01
1874,,,4,,5.0,3,4,,5,2004-06-26
1875,,,,,5.0,,,,,2004-06-24
1876,,,,,1.0,,,,,2004-06-24
1877,,,,,1.0,,,,,2004-06-23
1878,,,,,3.0,,,,,2004-06-23
1879,,,,,2.0,,,,,2004-06-22
1880,,,,,5.0,,,,,2004-06-09
1881,,,,,5.0,,,,,2004-06-08
1882,,,,,5.0,,,,,2004-05-26
1883,,,,,4.0,,,,,2004-05-24
1884,,,,,5.0,,,,,2004-05-23
1885,,,,,5.0,,,,,2004-05-16
1886,,,,,4.0,,,,,2004-05-13
1887,,,,,4.0,,,,,2004-05-08
1888,,,,,3.0,,,,,2004-04-28
1889,,,5,,5.0,3,4,,5,2004-04-27
1890,,,,,2.0,,,,,2004-04-26
1891,,,,,3.0,,,,,2004-04-26
1892,,,,,4.0,,,,,2004-04-24
1893,,,,,5.0,,,,,2004-04-20
1894,,,,,5.0,,,,,2004-04-17
1895,,,4,,5.0,4,4,,4,2004-04-12
1896,,,,,4.0,,,,,2004-03-29
1897,,,,,5.0,,,,,2004-03-28
1898,,,,,3.0,,,,,2004-03-28
1899,,,,,2.0,,,,,2004-03-27
1900,,,,,1.0,,,,,2004-03-23
1901,,,,,4.0,,,,,2004-03-22
1902,,,,,1.0,,,,,2004-03-20
1903,,,,,4.0,,,,,2004-03-18
1904,,,,,4.0,,,,,2004-03-13
1905,,,,,3.0,,,,,2004-03-09
1906,,,4,,4.0,5,5,,3,2004-03-07
1907,,,,,4.0,,,,,2004-03-07
1908,,,,,5.0,,,,,2004-03-04
1909,,,,,5.0,,,,,2004-03-03
1910,,,,,5.0,,,,,2004-03-03
1911,,,,,4.0,,,,,2004-03-03
1912,,,,,5.0,,,,,2004-03-01
1913,,,,,4.0,,,,,2004-02-25
1914,,,,,4.0,,,,,2004-02-25
1915,,,,,5.0,,,,,2004-02-25
1916,,,,,4.0,,,,,2004-02-23
1917,,,4,,4.0,3,4,,4,2004-02-23
1918,,,,,3.0,,,,,2004-02-22
1919,,,,,4.0,,,,,2004-02-22
1920,,,,,3.0,,,,,2004-02-19
1921,,,,,4.0,,,,,2004-02-16
1922,,,,,4.0,,,,,2004-02-12
1923,,,,,4.0,,,,,2004-02-12
1924,,,,,2.0,,,,,2004-02-09
1925,,,,,3.0,,,,,2004-02-08
1926,,,,,1.0,,,,,2004-02-03
1927,,,,,5.0,,,,,2004-02-02
1928,,,,,5.0,,,,,2004-01-27
1929,,,,,4.0,,,,,2004-01-27
1930,,,,,5.0,,,,,2004-01-26
1931,,,,,5.0,,,,,2004-01-23
1932,,,,,5.0,,,,,2004-01-14
1933,,,,,5.0,,,,,2004-01-07
1934,,,,,4.0,,,,,2003-12-31
1935,,,1,,2.0,1,1,,1,2003-12-26
1936,,,,,4.0,,,,,2003-12-15
1937,,,5,,5.0,5,5,,5,2003-12-10
1938,,,,,2.0,,,,,2003-12-10
1939,,,,,1.0,,,,,2003-12-01
1940,,,,,5.0,,,,,2003-11-30
1941,,,,,5.0,,,,,2003-11-28
1942,,,,,3.0,,,,,2003-11-20
1943,,,,,4.0,,,,,2003-11-15
1944,,,,,4.0,,,,,2003-10-30
1945,,,,,4.0,,,,,2003-10-28
1946,,,,,3.0,,,,,2003-10-20
1947,,,,,3.0,,,,,2003-10-18
1948,,,,,5.0,,,,,2003-09-19
1949,,,,,5.0,,,,,2003-09-03
1950,,,,,5.0,,,,,2003-08-29
1951,,,,,5.0,,,,,2003-08-26
1952,,,,,4.0,,,,,2003-08-14
1953,,,,,2.0,,,,,2003-08-13
1954,,,,,5.0,,,,,2003-08-05
1955,,,,,5.0,,,,,2003-08-05
1956,,,,,5.0,,,,,2003-08-04
1957,,,,,3.0,,,,,2003-07-30
1958,,,,,4.0,,,,,2003-07-30
1959,,,,,4.0,,,,,2003-07-28
1960,,,,,4.0,,,,,2003-07-14
1961,,,,,5.0,,,,,2003-07-14
1962,,,,,4.0,,,,,2003-07-14
1963,,,4,,4.0,3,4,,4,2003-07-10
1964,,,,,4.0,,,,,2003-06-30
1965,,,,,4.0,,,,,2003-06-26
1966,,,,,4.0,,,,,2003-06-24
1967,,,,,5.0,,,,,2003-06-16
1968,,,,,5.0,,,,,2003-06-02
1969,,,,,4.0,,,,,2003-05-29
1970,,,,,5.0,,,,,2003-05-27
1971,,,,,4.0,,,,,2003-05-18
1972,,,,,4.0,,,,,2003-04-30
1973,,,,,4.0,,,,,2003-04-28
1974,,,,,3.0,,,,,2003-04-28
1975,,,,,4.0,,,,,2003-04-24
1976,,,,,2.0,,,,,2003-04-23
1977,,,5,,5.0,5,5,,5,2003-04-16
1978,,,,,5.0,,,,,2003-04-13
1979,,,,,5.0,,,,,2003-04-12
1980,,,,,4.0,,,,,2003-04-11
1981,,,,,5.0,,,,,2003-04-01
1982,,,,,4.0,,,,,2003-03-31
1983,,,,,3.0,,,,,2003-03-31
1984,,,,,4.0,,,,,2003-03-16
1985,,,,,4.0,,,,,2003-03-13
